client_name,industry,audience_id,audience_name,segment_id,segment_name,created_at,distributed
Hack CPG Demo,CPG,9,Affluent Skincare Enthusiast - Doctorate,626558140458403927,Skincare_Spend_Tier > High,2026-07-19,true
Hack CPG Demo,CPG,9,Affluent Skincare Enthusiast - Doctorate,626558140458399956,Education_Level > Doctorate,2026-07-19,true
Hack CPG Demo,CPG,9,Affluent Skincare Enthusiast - Doctorate,626558140458406333,Occupation_Category > Healthcare,2026-07-19,true
Hack CPG Demo,CPG,9,Affluent Skincare Enthusiast - Doctorate,626558140458406268,Vitamin_C_Serum_User > Y,2026-07-19,true
Hack CPG Demo,CPG,9,Affluent Skincare Enthusiast - Doctorate,626558140458403911,Homeownership_Status > Own,2026-07-19,true
Hack CPG Demo,CPG,9,Affluent Skincare Enthusiast - Doctorate,626558140458400000,Personalized_Beauty_Product_Interest > Y,2026-07-19,true
Hack CPG Demo,CPG,10,Acne-Prone Young Adults - Cera Ve Buyer,626558140458402442,Skin_Concern_Primary > Acne,2025-12-28,false
Hack CPG Demo,CPG,10,Acne-Prone Young Adults - Cera Ve Buyer,626558140458408046,Skin_Type > Oily,2025-12-28,false
Hack CPG Demo,CPG,10,Acne-Prone Young Adults - Cera Ve Buyer,626558140458399749,CeraVe_Purchase_History > Y,2025-12-28,false
Hack CPG Demo,CPG,10,Acne-Prone Young Adults - Cera Ve Buyer,626558140458407968,Life_Stage > YoungSingle,2025-12-28,false
Hack CPG Demo,CPG,10,Acne-Prone Young Adults - Cera Ve Buyer,626558140458406094,Niacinamide_Product_User > Y,2025-12-28,false
Hack CPG Demo,CPG,10,Acne-Prone Young Adults - Cera Ve Buyer,626558140458399951,Education_Level > SomeCollege,2025-12-28,false
Hack CPG Demo,CPG,10,Acne-Prone Young Adults - Cera Ve Buyer,626558140458406340,Skin_Diagnostic_Quiz_Completion > Y,2025-12-28,false
Hack CPG Demo,CPG,11,Anti-Aging Prestige - Collagen Supplement User,626558140458402439,Skin_Concern_Primary > Aging,2025-10-14,false
Hack CPG Demo,CPG,11,Anti-Aging Prestige - Collagen Supplement User,626558140458401916,Anti_Aging_Product_Interest > Y,2025-10-14,false
Hack CPG Demo,CPG,11,Anti-Aging Prestige - Collagen Supplement User,626558140458408110,Collagen_Supplement_User > Y,2025-10-14,false
Hack CPG Demo,CPG,11,Anti-Aging Prestige - Collagen Supplement User,626558140458404177,Prestige_Beauty_Spend_Tier > Premium,2025-10-14,false
Hack CPG Demo,CPG,11,Anti-Aging Prestige - Collagen Supplement User,626558140458404218,Moisturizer_Spend_Tier > Premium,2025-10-14,false
Hack CPG Demo,CPG,11,Anti-Aging Prestige - Collagen Supplement User,626558140458402471,Helena_Rubinstein_Purchase_History > Y,2025-10-14,false
Hack CPG Demo,CPG,11,Anti-Aging Prestige - Collagen Supplement User,626558140458404035,Retinol_Product_User > Y,2025-10-14,false
Hack CPG Demo,CPG,12,Beauty Content Creator - Review Writer,626558140458402447,User_Generated_Content_Creator > Y,2026-04-11,false
Hack CPG Demo,CPG,12,Beauty Content Creator - Review Writer,626558140458408013,Beauty_Content_Creation_Frequency > Occasionally,2026-04-11,false
Hack CPG Demo,CPG,12,Beauty Content Creator - Review Writer,626558140458401889,Review_Writer > Y,2026-04-11,false
Hack CPG Demo,CPG,12,Beauty Content Creator - Review Writer,626558140458406292,Primary_Social_Platform > YouTube,2026-04-11,false
Hack CPG Demo,CPG,12,Beauty Content Creator - Review Writer,626558140458406369,Cross_Category_Beauty_Buyer > Y,2026-04-11,false
Hack CPG Demo,CPG,12,Beauty Content Creator - Review Writer,626558140458401911,Preferred_Contact_Time > Evening,2026-04-11,false
Hack CPG Demo,CPG,13,Affluent Skincare Enthusiast - Skincare Routine Step Count 7,626558140458404040,Household_Income_Range > 200K-300K,2026-04-15,true
Hack CPG Demo,CPG,13,Affluent Skincare Enthusiast - Skincare Routine Step Count 7,626558140458403925,Skincare_Spend_Tier > Premium,2026-04-15,true
Hack CPG Demo,CPG,13,Affluent Skincare Enthusiast - Skincare Routine Step Count 7,626558140458406063,Skincare_Routine_Step_Count > 7,2026-04-15,true
Hack CPG Demo,CPG,13,Affluent Skincare Enthusiast - Skincare Routine Step Count 7,626558140458408090,Credit_Score_Band > VeryGood,2026-04-15,true
Hack CPG Demo,CPG,13,Affluent Skincare Enthusiast - Skincare Routine Step Count 7,626558140458406321,Hyaluronic_Acid_Product_User > Y,2026-04-15,true
Hack CPG Demo,CPG,13,Affluent Skincare Enthusiast - Skincare Routine Step Count 7,626558140458406230,SkinCeuticals_Purchase_History > Y,2026-04-15,true
Hack CPG Demo,CPG,13,Affluent Skincare Enthusiast - Skincare Routine Step Count 7,626558140458406042,Primary_Device_Type > Android,2026-04-15,true
Hack CPG Demo,CPG,14,Clean and Sustainable Beauty Advocate - Sustainable Packaging,626558140458406358,Clean_Beauty_Preference > Y,2026-01-09,false
Hack CPG Demo,CPG,14,Clean and Sustainable Beauty Advocate - Sustainable Packaging,626558140458408135,Cruelty_Free_Preference > Y,2026-01-09,false
Hack CPG Demo,CPG,14,Clean and Sustainable Beauty Advocate - Sustainable Packaging,626558140458406035,Sustainable_Packaging_Preference > Y,2026-01-09,false
Hack CPG Demo,CPG,14,Clean and Sustainable Beauty Advocate - Sustainable Packaging,626558140458406051,Garnier_Purchase_History > Y,2026-01-09,false
Hack CPG Demo,CPG,14,Clean and Sustainable Beauty Advocate - Sustainable Packaging,626558140458406127,Multi_Use_Product_Preference > Y,2026-01-09,false
Hack CPG Demo,CPG,14,Clean and Sustainable Beauty Advocate - Sustainable Packaging,626558140458402476,Environmental_Consciousness_Score > 8,2026-01-09,false
Hack CPG Demo,CPG,14,Clean and Sustainable Beauty Advocate - Sustainable Packaging,626558140458402445,Gluten_Free_Beauty_Preference > Y,2026-01-09,false
Hack CPG Demo,CPG,14,Clean and Sustainable Beauty Advocate - Sustainable Packaging,626558140458407956,Referral_Source > WordOfMouth,2026-01-09,false
Hack CPG Demo,CPG,14,Clean and Sustainable Beauty Advocate - Sustainable Packaging,626558140458406271,Marital_Status_Detail > Partnered,2026-01-09,false
Hack CPG Demo,CPG,15,Gen Z Social Beauty Explorer - Beauty Tutorial Video Viewer,626558140458403896,Generation_Cohort > GenZ,2026-03-11,false
Hack CPG Demo,CPG,15,Gen Z Social Beauty Explorer - Beauty Tutorial Video Viewer,626558140458406295,Primary_Social_Platform > Instagram,2026-03-11,false
Hack CPG Demo,CPG,15,Gen Z Social Beauty Explorer - Beauty Tutorial Video Viewer,626558140458407971,Beauty_Tutorial_Video_Viewer > Y,2026-03-11,false
Hack CPG Demo,CPG,15,Gen Z Social Beauty Explorer - Beauty Tutorial Video Viewer,626558140458402520,Limited_Edition_Collection_Buyer > Y,2026-03-11,false
Hack CPG Demo,CPG,15,Gen Z Social Beauty Explorer - Beauty Tutorial Video Viewer,626558140458404224,Mass_Market_Retailer_Shopper > Y,2026-03-11,false
Hack CPG Demo,CPG,16,Deal Seeker - QVC HSN Beauty Shopper,626558140458401920,Coupon_Usage_Frequency > Always,2025-08-04,false
Hack CPG Demo,CPG,16,Deal Seeker - QVC HSN Beauty Shopper,626558140458408051,Price_Sensitivity_Level > High,2025-08-04,false
Hack CPG Demo,CPG,16,Deal Seeker - QVC HSN Beauty Shopper,626558140458401948,QVC_HSN_Beauty_Shopper > Y,2025-08-04,false
Hack CPG Demo,CPG,16,Deal Seeker - QVC HSN Beauty Shopper,626558140458407963,Flash_Sale_Purchase_History > Y,2025-08-04,false
Hack CPG Demo,CPG,16,Deal Seeker - QVC HSN Beauty Shopper,626558140458406283,Mass_Beauty_Spend_Tier > Low,2025-08-04,false
Hack CPG Demo,CPG,16,Deal Seeker - QVC HSN Beauty Shopper,626558140458404224,Mass_Market_Retailer_Shopper > Y,2025-08-04,false
Hack CPG Demo,CPG,17,K-Beauty and J-Beauty Trend Follower - J Beauty Trend Follower,626558140458402502,K_Beauty_Trend_Follower > Y,2026-07-16,true
Hack CPG Demo,CPG,17,K-Beauty and J-Beauty Trend Follower - J Beauty Trend Follower,626558140458406061,Skincare_Routine_Step_Count > 10,2026-07-16,true
Hack CPG Demo,CPG,17,K-Beauty and J-Beauty Trend Follower - J Beauty Trend Follower,626558140458408025,J_Beauty_Trend_Follower > Y,2026-07-16,true
Hack CPG Demo,CPG,17,K-Beauty and J-Beauty Trend Follower - J Beauty Trend Follower,626558140458402016,Beauty_Ingredient_Research_Behavior > Sometimes,2026-07-16,true
Hack CPG Demo,CPG,17,K-Beauty and J-Beauty Trend Follower - J Beauty Trend Follower,626558140458406292,Primary_Social_Platform > YouTube,2026-07-16,true
Hack CPG Demo,CPG,17,K-Beauty and J-Beauty Trend Follower - J Beauty Trend Follower,626558140458401914,Preferred_Contact_Time > Morning,2026-07-16,true
Hack CPG Demo,CPG,18,Beauty Content Creator - Beauty Influencer Follower Count Tier Medium,626558140458402447,User_Generated_Content_Creator > Y,2026-03-19,false
Hack CPG Demo,CPG,18,Beauty Content Creator - Beauty Influencer Follower Count Tier Medium,626558140458408013,Beauty_Content_Creation_Frequency > Occasionally,2026-03-19,false
Hack CPG Demo,CPG,18,Beauty Content Creator - Beauty Influencer Follower Count Tier Medium,626558140458406326,Beauty_Influencer_Follower_Count_Tier > Medium,2026-03-19,false
Hack CPG Demo,CPG,18,Beauty Content Creator - Beauty Influencer Follower Count Tier Medium,626558140458408128,Preferred_Payment_Method > DebitCard,2026-03-19,false
Hack CPG Demo,CPG,19,Fragrance Gifting - Fragrance Spend High,626558140458402542,Fragrance_Gift_Set_Buyer > Y,2026-04-18,false
Hack CPG Demo,CPG,19,Fragrance Gifting - Fragrance Spend High,626558140458403957,Fragrance_Purchase_Frequency > Quarterly,2026-04-18,false
Hack CPG Demo,CPG,19,Fragrance Gifting - Fragrance Spend High,626558140458401895,Fragrance_Spend_Tier > High,2026-04-18,false
Hack CPG Demo,CPG,19,Fragrance Gifting - Fragrance Spend High,626558140458402403,Urban_Rural_Classification > Urban,2026-04-18,false
Hack CPG Demo,CPG,19,Fragrance Gifting - Fragrance Spend High,626558140458407951,Referral_Source > Advertisement,2026-04-18,false
Hack CPG Demo,CPG,20,Pregnancy-Safe Ingredient Seeker - Married,626558140458406049,Pregnancy_Safe_Product_Interest > Y,2026-01-01,false
Hack CPG Demo,CPG,20,Pregnancy-Safe Ingredient Seeker - Married,626558140458402433,Gender > F,2026-01-01,false
Hack CPG Demo,CPG,20,Pregnancy-Safe Ingredient Seeker - Married,626558140458404006,Married > Y,2026-01-01,false
Hack CPG Demo,CPG,20,Pregnancy-Safe Ingredient Seeker - Married,626558140458401878,Seasonal_Shopper_Type > SummerShopper,2026-01-01,false
Hack CPG Demo,CPG,21,K-Beauty and J-Beauty Trend Follower - New Product Early Adopter 7,626558140458402502,K_Beauty_Trend_Follower > Y,2025-11-06,false
Hack CPG Demo,CPG,21,K-Beauty and J-Beauty Trend Follower - New Product Early Adopter 7,626558140458406058,Skincare_Routine_Step_Count > 8,2025-11-06,false
Hack CPG Demo,CPG,21,K-Beauty and J-Beauty Trend Follower - New Product Early Adopter 7,626558140458402010,New_Product_Early_Adopter_Score > 7,2025-11-06,false
Hack CPG Demo,CPG,21,K-Beauty and J-Beauty Trend Follower - New Product Early Adopter 7,626558140458406295,Primary_Social_Platform > Instagram,2025-11-06,false
Hack CPG Demo,CPG,21,K-Beauty and J-Beauty Trend Follower - New Product Early Adopter 7,626558140458408078,Exfoliation_Purchase_Frequency > Monthly,2025-11-06,false
Hack CPG Demo,CPG,22,Curly and Coily Hair Care - Hair Extension User,626558140458402020,Hair_Type > Coily,2026-06-27,true
Hack CPG Demo,CPG,22,Curly and Coily Hair Care - Hair Extension User,626558140458402449,Curly_Hair_Method_Follower > Y,2026-06-27,true
Hack CPG Demo,CPG,22,Curly and Coily Hair Care - Hair Extension User,626558140458406102,Hair_Extension_User > Y,2026-06-27,true
Hack CPG Demo,CPG,22,Curly and Coily Hair Care - Hair Extension User,626558140458401881,Seasonal_Shopper_Type > FallShopper,2026-06-27,true
Hack CPG Demo,CPG,22,Curly and Coily Hair Care - Hair Extension User,626558140458402401,Urban_Rural_Classification > Suburban,2026-06-27,true
Hack CPG Demo,CPG,23,Scalp Health Care - Wellness Supplements,626558140458406021,Scalp_Care_Routine_User > Y,2026-01-08,false
Hack CPG Demo,CPG,23,Scalp Health Care - Wellness Supplements,626558140458404017,Hair_Concern_Primary > HairLoss,2026-01-08,false
Hack CPG Demo,CPG,23,Scalp Health Care - Wellness Supplements,626558140458406312,Wellness_Beauty_Supplement_User > Y,2026-01-08,false
Hack CPG Demo,CPG,23,Scalp Health Care - Wellness Supplements,626558140458407946,Vichy_Purchase_History > Y,2026-01-08,false
Hack CPG Demo,CPG,23,Scalp Health Care - Wellness Supplements,626558140458406271,Marital_Status_Detail > Partnered,2026-01-08,false
Hack CPG Demo,CPG,24,Digital Omnichannel Shopper - Newsletter Subscriber,626558140458408104,Preferred_Shopping_Channel > Online,2025-12-12,true
Hack CPG Demo,CPG,24,Digital Omnichannel Shopper - Newsletter Subscriber,626558140458406075,Mobile_App_User > Y,2025-12-12,true
Hack CPG Demo,CPG,24,Digital Omnichannel Shopper - Newsletter Subscriber,626558140458403941,Newsletter_Subscriber > Y,2025-12-12,true
Hack CPG Demo,CPG,24,Digital Omnichannel Shopper - Newsletter Subscriber,626558140458401807,Virtual_Try_On_Tool_Usage > Y,2025-12-12,true
Hack CPG Demo,CPG,24,Digital Omnichannel Shopper - Newsletter Subscriber,626558140458401826,Beauty_App_User > Y,2025-12-12,true
Hack CPG Demo,CPG,24,Digital Omnichannel Shopper - Newsletter Subscriber,626558140458406047,Email_Engagement_Level > High,2025-12-12,true
Hack CPG Demo,CPG,24,Digital Omnichannel Shopper - Newsletter Subscriber,626558140458401974,Household_Internet_Speed_Tier > Standard,2025-12-12,true
Hack CPG Demo,CPG,24,Digital Omnichannel Shopper - Newsletter Subscriber,626558140458402539,Region > Midwest,2025-12-12,true
Hack CPG Demo,CPG,24,Digital Omnichannel Shopper - Newsletter Subscriber,626558140458408127,Preferred_Payment_Method > Cash,2025-12-12,true
Hack CPG Demo,CPG,25,Beauty Content Creator - TikTok Heavy,626558140458402447,User_Generated_Content_Creator > Y,2026-03-26,true
Hack CPG Demo,CPG,25,Beauty Content Creator - TikTok Heavy,626558140458408013,Beauty_Content_Creation_Frequency > Occasionally,2026-03-26,true
Hack CPG Demo,CPG,25,Beauty Content Creator - TikTok Heavy,626558140458406296,Primary_Social_Platform > TikTok,2026-03-26,true
Hack CPG Demo,CPG,25,Beauty Content Creator - TikTok Heavy,626558140458404201,Beauty_Masterclass_Webinar_Attendance > Y,2026-03-26,true
Hack CPG Demo,CPG,25,Beauty Content Creator - TikTok Heavy,626558140458404245,Beauty_Product_Unboxing_Content_Viewer > Y,2026-03-26,true
Hack CPG Demo,CPG,26,K-Beauty and J-Beauty Trend Follower - Specialty Retailer Shopper,626558140458402502,K_Beauty_Trend_Follower > Y,2025-09-25,true
Hack CPG Demo,CPG,26,K-Beauty and J-Beauty Trend Follower - Specialty Retailer Shopper,626558140458406063,Skincare_Routine_Step_Count > 7,2025-09-25,true
Hack CPG Demo,CPG,26,K-Beauty and J-Beauty Trend Follower - Specialty Retailer Shopper,626558140458404222,Specialty_Beauty_Retailer_Shopper > Y,2025-09-25,true
Hack CPG Demo,CPG,26,K-Beauty and J-Beauty Trend Follower - Specialty Retailer Shopper,626558140458408025,J_Beauty_Trend_Follower > Y,2025-09-25,true
Hack CPG Demo,CPG,26,K-Beauty and J-Beauty Trend Follower - Specialty Retailer Shopper,626558140458406319,Mask_Treatment_Purchase_Frequency > Weekly,2025-09-25,true
Hack CPG Demo,CPG,26,K-Beauty and J-Beauty Trend Follower - Specialty Retailer Shopper,626558140458401970,Beauty_Fridge_Owner > Y,2025-09-25,true
Hack CPG Demo,CPG,26,K-Beauty and J-Beauty Trend Follower - Specialty Retailer Shopper,626558140458402550,Ethnicity_Group > Asian,2025-09-25,true
Hack CPG Demo,CPG,27,Heavy Makeup User - Giorgio Armani Beauty Buyer,626558140458408015,Makeup_Usage_Frequency > Daily,2025-09-09,true
Hack CPG Demo,CPG,27,Heavy Makeup User - Giorgio Armani Beauty Buyer,626558140458408029,Makeup_Spend_Tier > Premium,2025-09-09,true
Hack CPG Demo,CPG,27,Heavy Makeup User - Giorgio Armani Beauty Buyer,626558140458406077,Giorgio_Armani_Beauty_Purchase_History > Y,2025-09-09,true
Hack CPG Demo,CPG,27,Heavy Makeup User - Giorgio Armani Beauty Buyer,626558140458403906,Lip_Product_Purchase_Frequency > Monthly,2025-09-09,true
Hack CPG Demo,CPG,27,Heavy Makeup User - Giorgio Armani Beauty Buyer,626558140458407939,Custom_Foundation_Match_Service_User > Y,2025-09-09,true
Hack CPG Demo,CPG,27,Heavy Makeup User - Giorgio Armani Beauty Buyer,626558140458404247,Blush_Bronzer_Category_Spend_Tier > Premium,2025-09-09,true
Hack CPG Demo,CPG,27,Heavy Makeup User - Giorgio Armani Beauty Buyer,626558140458402394,IT_Cosmetics_Purchase_History > Y,2025-09-09,true
Hack CPG Demo,CPG,28,At-Home Hair Color DIY - Haircare Purchase Quarterly,626558140458401824,At_Home_Hair_Color_User > Y,2026-06-30,true
Hack CPG Demo,CPG,28,At-Home Hair Color DIY - Haircare Purchase Quarterly,626558140458406106,Hair_Color_Category_Purchase_Frequency > Quarterly,2026-06-30,true
Hack CPG Demo,CPG,28,At-Home Hair Color DIY - Haircare Purchase Quarterly,626558140458406081,Haircare_Purchase_Frequency > Quarterly,2026-06-30,true
Hack CPG Demo,CPG,28,At-Home Hair Color DIY - Haircare Purchase Quarterly,626558140458407954,Referral_Source > Email,2026-06-30,true
Hack CPG Demo,CPG,29,Gen Z Social Beauty Explorer - Influencer Content Engagement High and Price Sensitive,626558140458403896,Generation_Cohort > GenZ,2026-01-24,true
Hack CPG Demo,CPG,29,Gen Z Social Beauty Explorer - Influencer Content Engagement High and Price Sensitive,626558140458406296,Primary_Social_Platform > TikTok,2026-01-24,true
Hack CPG Demo,CPG,29,Gen Z Social Beauty Explorer - Influencer Content Engagement High and Price Sensitive,626558140458404175,Influencer_Content_Engagement_Level > High,2026-01-24,true
Hack CPG Demo,CPG,29,Gen Z Social Beauty Explorer - Influencer Content Engagement High and Price Sensitive,626558140458408051,Price_Sensitivity_Level > High,2026-01-24,true
Hack CPG Demo,CPG,29,Gen Z Social Beauty Explorer - Influencer Content Engagement High and Price Sensitive,626558140458408018,Makeup_Usage_Frequency > FewTimesWeek,2026-01-24,true
Hack CPG Demo,CPG,29,Gen Z Social Beauty Explorer - Influencer Content Engagement High and Price Sensitive,626558140458406125,Livestream_Shopping_Beauty_Buyer > Y,2026-01-24,true
Hack CPG Demo,CPG,29,Gen Z Social Beauty Explorer - Influencer Content Engagement High and Price Sensitive,626558140458404036,Household_Income_Range > Under30K,2026-01-24,true
Hack CPG Demo,CPG,29,Gen Z Social Beauty Explorer - Influencer Content Engagement High and Price Sensitive,626558140458408126,Preferred_Payment_Method > BuyNowPayLater,2026-01-24,true
Hack CPG Demo,CPG,29,Gen Z Social Beauty Explorer - Influencer Content Engagement High and Price Sensitive,626558140458406270,Marital_Status_Detail > Single,2026-01-24,true
Hack CPG Demo,CPG,30,Sensitive Skin Gentle Care - Fragrance Free,626558140458408047,Skin_Type > Sensitive,2025-08-01,true
Hack CPG Demo,CPG,30,Sensitive Skin Gentle Care - Fragrance Free,626558140458402443,Skin_Concern_Primary > Sensitivity,2025-08-01,true
Hack CPG Demo,CPG,30,Sensitive Skin Gentle Care - Fragrance Free,626558140458402498,Fragrance_Free_Product_Preference > Y,2025-08-01,true
Hack CPG Demo,CPG,30,Sensitive Skin Gentle Care - Fragrance Free,626558140458401935,Beauty_Product_Ingredient_Allergy_Flag > Y,2025-08-01,true
Hack CPG Demo,CPG,30,Sensitive Skin Gentle Care - Fragrance Free,626558140458402014,Beauty_Ingredient_Research_Behavior > Always,2025-08-01,true
Hack CPG Demo,CPG,30,Sensitive Skin Gentle Care - Fragrance Free,626558140458401881,Seasonal_Shopper_Type > FallShopper,2025-08-01,true
Hack CPG Demo,CPG,31,Anti-Aging Prestige - Serum Purchase Weekly,626558140458402439,Skin_Concern_Primary > Aging,2026-07-19,true
Hack CPG Demo,CPG,31,Anti-Aging Prestige - Serum Purchase Weekly,626558140458401916,Anti_Aging_Product_Interest > Y,2026-07-19,true
Hack CPG Demo,CPG,31,Anti-Aging Prestige - Serum Purchase Weekly,626558140458402454,Serum_Purchase_Frequency > Weekly,2026-07-19,true
Hack CPG Demo,CPG,31,Anti-Aging Prestige - Serum Purchase Weekly,626558140458399998,Department_Store_Beauty_Counter_Shopper > Y,2026-07-19,true
Hack CPG Demo,CPG,31,Anti-Aging Prestige - Serum Purchase Weekly,626558140458403953,Menopause_Skincare_Interest > Y,2026-07-19,true
Hack CPG Demo,CPG,31,Anti-Aging Prestige - Serum Purchase Weekly,626558140458404179,Prestige_Beauty_Spend_Tier > High,2026-07-19,true
Hack CPG Demo,CPG,32,Gen Z Social Beauty Explorer - Under 30K Income,626558140458403896,Generation_Cohort > GenZ,2026-04-29,true
Hack CPG Demo,CPG,32,Gen Z Social Beauty Explorer - Under 30K Income,626558140458406295,Primary_Social_Platform > Instagram,2026-04-29,true
Hack CPG Demo,CPG,32,Gen Z Social Beauty Explorer - Under 30K Income,626558140458404036,Household_Income_Range > Under30K,2026-04-29,true
Hack CPG Demo,CPG,32,Gen Z Social Beauty Explorer - Under 30K Income,626558140458408015,Makeup_Usage_Frequency > Daily,2026-04-29,true
