taxonomy_id,segment_name,attribute_name,node_value,node_type,data_type,datasource_name,datasource_id,tenant
626558140458405992,Employment_Status > Unemployed,Employment_Status,Unemployed,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406034,Sustainable_Packaging_Preference > N,Sustainable_Packaging_Preference,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406035,Sustainable_Packaging_Preference > Y,Sustainable_Packaging_Preference,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402493,Lancome_Purchase_History > N,Lancome_Purchase_History,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402494,Lancome_Purchase_History > Y,Lancome_Purchase_History,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402433,Gender > F,Gender,F,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402434,Gender > M,Gender,M,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402435,Gender > O,Gender,O,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458405999,Duty_Free_Beauty_Shopper > N,Duty_Free_Beauty_Shopper,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406000,Duty_Free_Beauty_Shopper > Y,Duty_Free_Beauty_Shopper,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458407951,Referral_Source > Advertisement,Referral_Source,Advertisement,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458407952,Referral_Source > SocialMedia,Referral_Source,SocialMedia,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458407953,Referral_Source > DirectMail,Referral_Source,DirectMail,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458407954,Referral_Source > Email,Referral_Source,Email,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458407955,Referral_Source > SearchEngine,Referral_Source,SearchEngine,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458407956,Referral_Source > WordOfMouth,Referral_Source,WordOfMouth,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458399976,Household_Size > 3,Household_Size,3,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458399977,Household_Size > 1,Household_Size,1,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458399978,Household_Size > 2,Household_Size,2,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458399979,Household_Size > 5,Household_Size,5,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458399980,Household_Size > 4,Household_Size,4,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458399981,Household_Size > 7,Household_Size,7,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458399982,Household_Size > 6,Household_Size,6,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406044,Email_Engagement_Level > Medium,Email_Engagement_Level,Medium,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406045,Email_Engagement_Level > Inactive,Email_Engagement_Level,Inactive,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406046,Email_Engagement_Level > Low,Email_Engagement_Level,Low,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406047,Email_Engagement_Level > High,Email_Engagement_Level,High,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408104,Preferred_Shopping_Channel > Online,Preferred_Shopping_Channel,Online,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408105,Preferred_Shopping_Channel > Phone,Preferred_Shopping_Channel,Phone,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408106,Preferred_Shopping_Channel > InStore,Preferred_Shopping_Channel,InStore,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408107,Preferred_Shopping_Channel > Hybrid,Preferred_Shopping_Channel,Hybrid,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408108,Preferred_Shopping_Channel > Mobile,Preferred_Shopping_Channel,Mobile,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404005,Married > N,Married,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404006,Married > Y,Married,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402436,Skin_Concern_Primary > Redness,Skin_Concern_Primary,Redness,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402437,Skin_Concern_Primary > PoreSize,Skin_Concern_Primary,PoreSize,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402438,Skin_Concern_Primary > Hyperpigmentation,Skin_Concern_Primary,Hyperpigmentation,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402439,Skin_Concern_Primary > Aging,Skin_Concern_Primary,Aging,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402440,Skin_Concern_Primary > None,Skin_Concern_Primary,None,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402441,Skin_Concern_Primary > Dryness,Skin_Concern_Primary,Dryness,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402442,Skin_Concern_Primary > Acne,Skin_Concern_Primary,Acne,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402443,Skin_Concern_Primary > Sensitivity,Skin_Concern_Primary,Sensitivity,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402387,Curling_Iron_Straightener_Owner > N,Curling_Iron_Straightener_Owner,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402388,Curling_Iron_Straightener_Owner > Y,Curling_Iron_Straightener_Owner,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406038,Elvive_Purchase_History > N,Elvive_Purchase_History,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406039,Elvive_Purchase_History > Y,Elvive_Purchase_History,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408073,Moisturizer_Purchase_Frequency > Monthly,Moisturizer_Purchase_Frequency,Monthly,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408074,Moisturizer_Purchase_Frequency > Rarely,Moisturizer_Purchase_Frequency,Rarely,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408075,Moisturizer_Purchase_Frequency > Never,Moisturizer_Purchase_Frequency,Never,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408076,Moisturizer_Purchase_Frequency > Quarterly,Moisturizer_Purchase_Frequency,Quarterly,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408077,Moisturizer_Purchase_Frequency > Weekly,Moisturizer_Purchase_Frequency,Weekly,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404246,Blush_Bronzer_Category_Spend_Tier > Medium,Blush_Bronzer_Category_Spend_Tier,Medium,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404247,Blush_Bronzer_Category_Spend_Tier > Premium,Blush_Bronzer_Category_Spend_Tier,Premium,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404248,Blush_Bronzer_Category_Spend_Tier > Low,Blush_Bronzer_Category_Spend_Tier,Low,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404249,Blush_Bronzer_Category_Spend_Tier > High,Blush_Bronzer_Category_Spend_Tier,High,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408032,Brand_Loyalty_Score > 3,Brand_Loyalty_Score,3,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408033,Brand_Loyalty_Score > 1,Brand_Loyalty_Score,1,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408034,Brand_Loyalty_Score > 2,Brand_Loyalty_Score,2,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408035,Brand_Loyalty_Score > 5,Brand_Loyalty_Score,5,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408036,Brand_Loyalty_Score > 8,Brand_Loyalty_Score,8,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408037,Brand_Loyalty_Score > 4,Brand_Loyalty_Score,4,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408038,Brand_Loyalty_Score > 9,Brand_Loyalty_Score,9,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408039,Brand_Loyalty_Score > 7,Brand_Loyalty_Score,7,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408040,Brand_Loyalty_Score > 6,Brand_Loyalty_Score,6,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408041,Brand_Loyalty_Score > 10,Brand_Loyalty_Score,10,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406363,Foundation_Category_Purchase_Frequency > Monthly,Foundation_Category_Purchase_Frequency,Monthly,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406364,Foundation_Category_Purchase_Frequency > Rarely,Foundation_Category_Purchase_Frequency,Rarely,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406365,Foundation_Category_Purchase_Frequency > Never,Foundation_Category_Purchase_Frequency,Never,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406366,Foundation_Category_Purchase_Frequency > Quarterly,Foundation_Category_Purchase_Frequency,Quarterly,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406367,Foundation_Category_Purchase_Frequency > Weekly,Foundation_Category_Purchase_Frequency,Weekly,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401838,Cleansing_Purchase_Frequency > Monthly,Cleansing_Purchase_Frequency,Monthly,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401839,Cleansing_Purchase_Frequency > Rarely,Cleansing_Purchase_Frequency,Rarely,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401840,Cleansing_Purchase_Frequency > Never,Cleansing_Purchase_Frequency,Never,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401841,Cleansing_Purchase_Frequency > Quarterly,Cleansing_Purchase_Frequency,Quarterly,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401842,Cleansing_Purchase_Frequency > Weekly,Cleansing_Purchase_Frequency,Weekly,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402404,Hair_Dryer_Replacement_Cycle_Years > 3,Hair_Dryer_Replacement_Cycle_Years,3,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402405,Hair_Dryer_Replacement_Cycle_Years > 1,Hair_Dryer_Replacement_Cycle_Years,1,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402406,Hair_Dryer_Replacement_Cycle_Years > 2,Hair_Dryer_Replacement_Cycle_Years,2,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402407,Hair_Dryer_Replacement_Cycle_Years > 5,Hair_Dryer_Replacement_Cycle_Years,5,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402408,Hair_Dryer_Replacement_Cycle_Years > 8,Hair_Dryer_Replacement_Cycle_Years,8,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402409,Hair_Dryer_Replacement_Cycle_Years > 4,Hair_Dryer_Replacement_Cycle_Years,4,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402410,Hair_Dryer_Replacement_Cycle_Years > 7,Hair_Dryer_Replacement_Cycle_Years,7,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402411,Hair_Dryer_Replacement_Cycle_Years > 6,Hair_Dryer_Replacement_Cycle_Years,6,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458407970,Beauty_Tutorial_Video_Viewer > N,Beauty_Tutorial_Video_Viewer,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458407971,Beauty_Tutorial_Video_Viewer > Y,Beauty_Tutorial_Video_Viewer,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402527,Vichy_Preference_Score > 3,Vichy_Preference_Score,3,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402528,Vichy_Preference_Score > 1,Vichy_Preference_Score,1,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402529,Vichy_Preference_Score > 2,Vichy_Preference_Score,2,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402530,Vichy_Preference_Score > 5,Vichy_Preference_Score,5,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402531,Vichy_Preference_Score > 8,Vichy_Preference_Score,8,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402532,Vichy_Preference_Score > 4,Vichy_Preference_Score,4,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402533,Vichy_Preference_Score > 9,Vichy_Preference_Score,9,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402534,Vichy_Preference_Score > 7,Vichy_Preference_Score,7,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402535,Vichy_Preference_Score > 6,Vichy_Preference_Score,6,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402536,Vichy_Preference_Score > 10,Vichy_Preference_Score,10,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403914,Elvive_Preference_Score > 3,Elvive_Preference_Score,3,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403915,Elvive_Preference_Score > 1,Elvive_Preference_Score,1,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403916,Elvive_Preference_Score > 2,Elvive_Preference_Score,2,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403917,Elvive_Preference_Score > 5,Elvive_Preference_Score,5,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403918,Elvive_Preference_Score > 8,Elvive_Preference_Score,8,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403919,Elvive_Preference_Score > 4,Elvive_Preference_Score,4,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403920,Elvive_Preference_Score > 9,Elvive_Preference_Score,9,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403921,Elvive_Preference_Score > 7,Elvive_Preference_Score,7,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403922,Elvive_Preference_Score > 6,Elvive_Preference_Score,6,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403923,Elvive_Preference_Score > 10,Elvive_Preference_Score,10,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404061,Investment_Account_Holder > N,Investment_Account_Holder,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404062,Investment_Account_Holder > Y,Investment_Account_Holder,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403880,LOreal_Paris_Preference_Score > 3,LOreal_Paris_Preference_Score,3,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403881,LOreal_Paris_Preference_Score > 1,LOreal_Paris_Preference_Score,1,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403882,LOreal_Paris_Preference_Score > 2,LOreal_Paris_Preference_Score,2,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403883,LOreal_Paris_Preference_Score > 5,LOreal_Paris_Preference_Score,5,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403884,LOreal_Paris_Preference_Score > 8,LOreal_Paris_Preference_Score,8,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403885,LOreal_Paris_Preference_Score > 4,LOreal_Paris_Preference_Score,4,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403886,LOreal_Paris_Preference_Score > 9,LOreal_Paris_Preference_Score,9,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403887,LOreal_Paris_Preference_Score > 10,LOreal_Paris_Preference_Score,10,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403888,LOreal_Paris_Preference_Score > 6,LOreal_Paris_Preference_Score,6,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458403889,LOreal_Paris_Preference_Score > 7,LOreal_Paris_Preference_Score,7,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401806,Virtual_Try_On_Tool_Usage > N,Virtual_Try_On_Tool_Usage,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401807,Virtual_Try_On_Tool_Usage > Y,Virtual_Try_On_Tool_Usage,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406064,Viktor_Rolf_Preference_Score > 3,Viktor_Rolf_Preference_Score,3,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406065,Viktor_Rolf_Preference_Score > 1,Viktor_Rolf_Preference_Score,1,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406066,Viktor_Rolf_Preference_Score > 2,Viktor_Rolf_Preference_Score,2,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406067,Viktor_Rolf_Preference_Score > 5,Viktor_Rolf_Preference_Score,5,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406068,Viktor_Rolf_Preference_Score > 8,Viktor_Rolf_Preference_Score,8,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406069,Viktor_Rolf_Preference_Score > 4,Viktor_Rolf_Preference_Score,4,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406070,Viktor_Rolf_Preference_Score > 9,Viktor_Rolf_Preference_Score,9,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406071,Viktor_Rolf_Preference_Score > 7,Viktor_Rolf_Preference_Score,7,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406072,Viktor_Rolf_Preference_Score > 6,Viktor_Rolf_Preference_Score,6,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406073,Viktor_Rolf_Preference_Score > 10,Viktor_Rolf_Preference_Score,10,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408083,Primary_Bank_Type > RegionalBank,Primary_Bank_Type,RegionalBank,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408084,Primary_Bank_Type > CreditUnion,Primary_Bank_Type,CreditUnion,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408085,Primary_Bank_Type > NationalBank,Primary_Bank_Type,NationalBank,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458408086,Primary_Bank_Type > OnlineBank,Primary_Bank_Type,OnlineBank,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406233,State_Code > GA,State_Code,GA,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406234,State_Code > PA,State_Code,PA,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406235,State_Code > SC,State_Code,SC,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406236,State_Code > OH,State_Code,OH,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406237,State_Code > FL,State_Code,FL,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406238,State_Code > NJ,State_Code,NJ,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406239,State_Code > MA,State_Code,MA,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406240,State_Code > LA,State_Code,LA,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406241,State_Code > MI,State_Code,MI,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406242,State_Code > AZ,State_Code,AZ,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406243,State_Code > UT,State_Code,UT,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406244,State_Code > AL,State_Code,AL,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406245,State_Code > CO,State_Code,CO,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406246,State_Code > CT,State_Code,CT,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406247,State_Code > CA,State_Code,CA,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406248,State_Code > MN,State_Code,MN,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406249,State_Code > NY,State_Code,NY,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406250,State_Code > VA,State_Code,VA,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406251,State_Code > WA,State_Code,WA,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406252,State_Code > OK,State_Code,OK,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406253,State_Code > TX,State_Code,TX,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406254,State_Code > NC,State_Code,NC,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406255,State_Code > IN,State_Code,IN,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406256,State_Code > MO,State_Code,MO,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406257,State_Code > MD,State_Code,MD,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406258,State_Code > IL,State_Code,IL,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406259,State_Code > WI,State_Code,WI,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406260,State_Code > NV,State_Code,NV,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406261,State_Code > TN,State_Code,TN,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406262,State_Code > OR,State_Code,OR,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404036,Household_Income_Range > Under30K,Household_Income_Range,Under30K,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404037,Household_Income_Range > 50K-75K,Household_Income_Range,50K-75K,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404038,Household_Income_Range > 30K-50K,Household_Income_Range,30K-50K,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404039,Household_Income_Range > 150K-200K,Household_Income_Range,150K-200K,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404040,Household_Income_Range > 200K-300K,Household_Income_Range,200K-300K,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404041,Household_Income_Range > 300K+,Household_Income_Range,300K+,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404042,Household_Income_Range > 75K-100K,Household_Income_Range,75K-100K,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404043,Household_Income_Range > 100K-150K,Household_Income_Range,100K-150K,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404200,Beauty_Masterclass_Webinar_Attendance > N,Beauty_Masterclass_Webinar_Attendance,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404201,Beauty_Masterclass_Webinar_Attendance > Y,Beauty_Masterclass_Webinar_Attendance,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406074,Mobile_App_User > N,Mobile_App_User,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458406075,Mobile_App_User > Y,Mobile_App_User,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404196,Long_Wear_Makeup_Preference > N,Long_Wear_Makeup_Preference,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458404197,Long_Wear_Makeup_Preference > Y,Long_Wear_Makeup_Preference,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401877,Seasonal_Shopper_Type > YearRound,Seasonal_Shopper_Type,YearRound,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401878,Seasonal_Shopper_Type > SummerShopper,Seasonal_Shopper_Type,SummerShopper,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401879,Seasonal_Shopper_Type > WinterShopper,Seasonal_Shopper_Type,WinterShopper,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401880,Seasonal_Shopper_Type > SpringShopper,Seasonal_Shopper_Type,SpringShopper,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458401881,Seasonal_Shopper_Type > FallShopper,Seasonal_Shopper_Type,FallShopper,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402414,Celebrity_Brand_Purchase_History > N,Celebrity_Brand_Purchase_History,N,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
626558140458402415,Celebrity_Brand_Purchase_History > Y,Celebrity_Brand_Purchase_History,Y,Character,1p,cpg_demo_0819,26730,cpg_demo_0819
